env_steps,tournament,best_this_tournament,best_so_far
272000,136,-216.34569296191438,85.92522966876106
274000,137,-89.41848126800176,85.92522966876106
276000,138,-175.84333408546917,85.92522966876106
278000,139,-271.3565613811976,85.92522966876106
280000,140,53.8112946799236,85.92522966876106
282000,141,-101.66689298837615,85.92522966876106
284000,142,-274.9470896693327,85.92522966876106
286000,143,19.97685786341793,85.92522966876106
288000,144,65.4596529742729,85.92522966876106
290000,145,42.893895453956254,85.92522966876106
292000,146,-133.79547885956555,85.92522966876106
294000,147,-519.9013929605912,85.92522966876106
296000,148,-521.6499352981726,85.92522966876106
298000,149,33.53380687939971,85.92522966876106
300000,150,-118.4691045930874,85.92522966876106
302000,151,-81.5576759445154,85.92522966876106
304000,152,-198.10445177661632,85.92522966876106
306000,153,-286.0858140867734,85.92522966876106
308000,154,-335.88570687893883,85.92522966876106
310000,155,-189.47183282294617,85.92522966876106
312000,156,-193.32707547598608,85.92522966876106
314000,157,-31.520369628823172,85.92522966876106
316000,158,-315.6728878890167,85.92522966876106
318000,159,-4.737233136407129,85.92522966876106
320000,160,-187.81321304626098,85.92522966876106
322000,161,-486.9581230151647,85.92522966876106
324000,162,-190.35040011641667,85.92522966876106
326000,163,-103.14993442649995,85.92522966876106
328000,164,-152.4854352785657,85.92522966876106
330000,165,-74.38005524517258,85.92522966876106
332000,166,-194.51686119391002,85.92522966876106
334000,167,-64.82194883040265,85.92522966876106
336000,168,-103.67870702792297,85.92522966876106
338000,169,-415.40903667184966,85.92522966876106
340000,170,-348.1256880570356,85.92522966876106
342000,171,-307.33050370069276,85.92522966876106
344000,172,-146.2489364920814,85.92522966876106
346000,173,-81.42426446018605,85.92522966876106
348000,174,-2.628522655226084,85.92522966876106
350000,175,18.55753408434931,85.92522966876106
352000,176,-72.6381838995764,85.92522966876106
354000,177,-120.57943258547608,85.92522966876106
356000,178,-216.38033797176112,85.92522966876106
358000,179,-131.53822233106888,85.92522966876106
360000,180,-212.10089619550425,85.92522966876106
362000,181,-5.63103631033235,85.92522966876106
364000,182,-626.2783312355342,85.92522966876106
366000,183,81.64009687003282,85.92522966876106
368000,184,317.0286540890046,317.0286540890046
370000,185,-11.103149421042733,317.0286540890046
372000,186,-7.334661040399683,317.0286540890046
374000,187,-116.09461265634518,317.0286540890046
376000,188,28.131199287073798,317.0286540890046
378000,189,8.304591172180182,317.0286540890046
380000,190,-473.6904596912516,317.0286540890046
382000,191,345.30695087623064,345.30695087623064
384000,192,-455.4973007789506,345.30695087623064
386000,193,-403.34341866545475,345.30695087623064
388000,194,-385.891356610141,345.30695087623064
390000,195,26.896569676278613,345.30695087623064
392000,196,-289.4550431409028,345.30695087623064
394000,197,-237.4299895420266,345.30695087623064
396000,198,-304.2500301249947,345.30695087623064
398000,199,-215.62149637245253,345.30695087623064
400000,200,-17.38919992841698,345.30695087623064
