env_steps,tournament,best_this_tournament,best_so_far
256000,128,-105.99353137324013,333.506223559801
258000,129,-414.5135396087128,333.506223559801
260000,130,-451.1146888382242,333.506223559801
262000,131,-238.27636274312854,333.506223559801
264000,132,-408.3877711913296,333.506223559801
266000,133,-438.7102760020798,333.506223559801
268000,134,354.7726126166094,354.7726126166094
270000,135,-184.66741668382969,354.7726126166094
272000,136,-1314.185121949328,354.7726126166094
274000,137,-161.4660232208609,354.7726126166094
276000,138,-89.47010144430638,354.7726126166094
278000,139,-125.37080064482886,354.7726126166094
280000,140,-467.9357591875068,354.7726126166094
282000,141,-194.1625534576331,354.7726126166094
284000,142,83.86469326621871,354.7726126166094
286000,143,-149.09447903443237,354.7726126166094
288000,144,-234.42673349265027,354.7726126166094
290000,145,-331.0273468178193,354.7726126166094
292000,146,-173.3061238445537,354.7726126166094
294000,147,-125.01600093323181,354.7726126166094
296000,148,-324.10871731626605,354.7726126166094
298000,149,20.16114884675722,354.7726126166094
300000,150,-302.73041059729997,354.7726126166094
302000,151,-461.1796702340959,354.7726126166094
304000,152,-243.82249545596343,354.7726126166094
306000,153,337.2254294919737,354.7726126166094
308000,154,161.59969565738984,354.7726126166094
310000,155,-285.7310047041328,354.7726126166094
312000,156,-202.30589273848457,354.7726126166094
314000,157,-261.1633357927273,354.7726126166094
316000,158,-293.58974720942655,354.7726126166094
318000,159,29.156074576409722,354.7726126166094
320000,160,197.51642093334877,354.7726126166094
322000,161,-273.32612383120664,354.7726126166094
324000,162,-299.6428782762289,354.7726126166094
326000,163,239.70088462547727,354.7726126166094
328000,164,290.74122496574927,354.7726126166094
330000,165,-179.43730264212465,354.7726126166094
332000,166,216.25412428968534,354.7726126166094
334000,167,-255.7706657845627,354.7726126166094
336000,168,153.38050340747563,354.7726126166094
338000,169,91.06948070579583,354.7726126166094
340000,170,134.2681324420516,354.7726126166094
342000,171,174.94698500784602,354.7726126166094
344000,172,403.6512870969236,403.6512870969236
346000,173,-13.133095275491685,403.6512870969236
348000,174,-251.85588930986862,403.6512870969236
350000,175,317.7207011544228,403.6512870969236
352000,176,-480.933037930273,403.6512870969236
354000,177,-240.37677479988952,403.6512870969236
356000,178,80.89869363015556,403.6512870969236
358000,179,-500.44472651563507,403.6512870969236
360000,180,151.92949130931729,403.6512870969236
362000,181,-493.75125654370515,403.6512870969236
364000,182,-279.98883495070766,403.6512870969236
366000,183,-84.92251650997262,403.6512870969236
368000,184,-122.91114748491285,403.6512870969236
370000,185,-224.252862351156,403.6512870969236
372000,186,-360.4532035047259,403.6512870969236
374000,187,-290.27085161100905,403.6512870969236
376000,188,-297.7268216233568,403.6512870969236
378000,189,-4.0283919057035895,403.6512870969236
380000,190,104.44769489536593,403.6512870969236
382000,191,-363.9013074542077,403.6512870969236
384000,192,-163.6614227779503,403.6512870969236
386000,193,-636.0781199703413,403.6512870969236
388000,194,-246.1173897984959,403.6512870969236
390000,195,-282.8655917138692,403.6512870969236
392000,196,-339.5505592980173,403.6512870969236
394000,197,-276.62535228953135,403.6512870969236
396000,198,59.70487609353187,403.6512870969236
398000,199,-101.4799146231897,403.6512870969236
400000,200,-504.4814784647912,403.6512870969236
