env_steps,tournament,best_this_tournament,best_so_far
260000,130,-558.61127015973,437.2068917259108
262000,131,-526.8388279370902,437.2068917259108
264000,132,-362.83678449176597,437.2068917259108
266000,133,-445.11256027290426,437.2068917259108
268000,134,-23.413267094696494,437.2068917259108
270000,135,-503.8764434612227,437.2068917259108
272000,136,-526.030684492471,437.2068917259108
274000,137,-273.1406490608399,437.2068917259108
276000,138,-446.0356219552261,437.2068917259108
278000,139,-336.2857056322953,437.2068917259108
280000,140,435.91635303342684,437.2068917259108
282000,141,-221.06352331553177,437.2068917259108
284000,142,-416.23716038370696,437.2068917259108
286000,143,-79.36373080244186,437.2068917259108
288000,144,425.26071199338963,437.2068917259108
290000,145,271.4239503368591,437.2068917259108
292000,146,5.323554909583242,437.2068917259108
294000,147,-394.2195822145378,437.2068917259108
296000,148,440.25002877571023,440.25002877571023
298000,149,137.13596333236387,440.25002877571023
300000,150,-219.46706759155325,440.25002877571023
302000,151,28.470988774715213,440.25002877571023
304000,152,-658.0099193663332,440.25002877571023
306000,153,-179.8017868127934,440.25002877571023
308000,154,317.50928332967356,440.25002877571023
310000,155,-169.89378752992218,440.25002877571023
312000,156,-15.154231491006213,440.25002877571023
314000,157,-485.5576702494492,440.25002877571023
316000,158,406.75466480338076,440.25002877571023
318000,159,-7.78622176538807,440.25002877571023
320000,160,-429.3729051929827,440.25002877571023
322000,161,237.8400228817126,440.25002877571023
324000,162,100.36423021648889,440.25002877571023
326000,163,-412.46819481388894,440.25002877571023
328000,164,15.002293219062738,440.25002877571023
330000,165,-371.9003830700365,440.25002877571023
332000,166,7.611470722372394,440.25002877571023
334000,167,496.5066998707608,496.5066998707608
336000,168,-544.1099596911951,496.5066998707608
338000,169,-715.2543440372978,496.5066998707608
340000,170,-699.0501509961712,496.5066998707608
342000,171,-501.043217343182,496.5066998707608
344000,172,-1.4930916814435085,496.5066998707608
346000,173,16.16785343304503,496.5066998707608
348000,174,425.10900576171383,496.5066998707608
350000,175,632.0730637132331,632.0730637132331
352000,176,-419.0850798896404,632.0730637132331
354000,177,408.76808792205395,632.0730637132331
356000,178,-515.3231102011429,632.0730637132331
358000,179,-519.6188027676064,632.0730637132331
360000,180,-554.9228686630933,632.0730637132331
362000,181,328.2279169971952,632.0730637132331
364000,182,18.27833084819051,632.0730637132331
366000,183,389.1132825951457,632.0730637132331
368000,184,75.0069095567002,632.0730637132331
370000,185,-8.396880097850547,632.0730637132331
372000,186,435.2901749288119,632.0730637132331
374000,187,-478.1217378899203,632.0730637132331
376000,188,440.68515225949096,632.0730637132331
378000,189,15.974139953924034,632.0730637132331
380000,190,428.8364358318978,632.0730637132331
382000,191,56.40616633958231,632.0730637132331
384000,192,429.9458354548471,632.0730637132331
386000,193,-108.51017888722761,632.0730637132331
388000,194,-377.400654744277,632.0730637132331
390000,195,183.8342478082083,632.0730637132331
392000,196,29.245278085578192,632.0730637132331
394000,197,408.93092637793245,632.0730637132331
396000,198,229.49559626229913,632.0730637132331
398000,199,-3.859780522347459,632.0730637132331
400000,200,-618.5592957890996,632.0730637132331
